Cell_ID,AP12AHPDepthPercentChangeTest,AP12AmplitudeChangePercentTest,AP12AmplitudeDropTest,AP12HalfWidthChangePercentTest,AP12RateOfChangePeakToTroughPercentChangeTest,AP1AHPDepthTest,AP1AmplitudeTest,AP1DelayMeanStrongStimTest,AP1DelayMeanTest,AP1DelaySDStrongStimTest,AP1DelaySDTest,AP1RateOfChangePeakToTroughTest,AP1SSAmplitudeChangeTest,AP1WidthHalfHeightTest,AP1WidthPeakToTroughTest,AP2AHPDepthTest,AP2AmplitudeTest,AP2DelayMeanStrongStimTest,AP2DelayMeanTest,AP2DelaySDStrongStimTest,AP2DelaySDTest,AP2RateOfChangePeakToTroughTest,AP2WidthHalfHeightTest,AP2WidthPeakToTroughTest,AccommodationAtSSMeanTest,AccommodationRateMeanAtSSTest,AccommodationRateToSSTest,Burst1ISIMeanStrongStimTest,Burst1ISIMeanTest,Burst1ISISDStrongStimTest,Burst1ISISDTest,ISIBurstMeanChangeTest,ISICVTest,ISIMedianTest,InitialAccommodationMeanTest,InputResistanceTest,SSAccommodationMeanTest,SpikeRateStrongStimTest
NMLCL000102,-0.0490984507289508,-2.5251163186575116,1.7412121558921267,5.277320840410483,-1.672938461266814,-0.0787935582615003,-1.2605858648306771,-0.2777016146685738,-0.36898261560759704,0.0,0.0,0.07894835110291733,-0.7603206202476837,0.36248273525763736,0.4945898914021093,-0.2282540413591321,-1.5804059388374665,-0.010089020836973736,-0.07794542731619976,-0.05353490891506066,-0.06332102210917584,0.1771559825341075,1.650949194466398,0.6976222221840442,-0.9377411339508418,-0.12771872784110522,0.4352016419485004,0.24375549314290354,2.2563703098564103,-0.071907098515791,3.0979506146666655,5.461853116163547,-0.09492143415653352,1.6822808931667304,-1.0046683909471457,-0.10479541573742772,-2.999728158019976,-0.9397178696563923
NMLCL000103,-0.03828992569766432,0.16332032892560466,-0.1857587848782632,-0.15986204204159685,-0.08488150431126636,0.6201731745950463,0.0995670827245098,-0.35206928445659474,-0.3597251467599059,0.0,0.0,0.05334732124492715,-0.31242118516608,-0.22398832681683498,-0.20901188202807086,0.7146045065343882,0.1597053497911029,-0.026186371290203993,-0.09435724788255773,-0.05353490891506066,-0.06332102210917584,0.049203007585846864,-0.4219026178818927,-0.2202626457014484,-0.9518000816093508,-0.12764324894043294,0.4352016419485004,0.18591302598190323,0.22284772260092203,-0.071907098515791,-0.1260408172990721,0.2863511084517861,-0.09282314137165394,1.0880894319849115,-0.318752924711187,-0.28019449386326906,-1.642686532571018,-0.7811304673209204
NMLCL000104,-0.038729971364382394,-2.285144427129291,2.3562889441357133,1.1033218599422254,-0.6614832682654785,1.2249968521483288,0.32555445299540664,-0.7543714981291649,-0.830259942673826,0.0,0.0,0.033337991459674074,2.179337772336499,-0.32411753253686676,-0.3707091839965017,1.3750717435403788,-0.19342501251877864,-0.18134694371438845,-0.37987082471953565,-0.05353490891506066,-0.06332102210917584,-0.017786158394109994,-0.543835077431792,-0.3759510819946925,-0.8059015865622442,-0.1276699479525945,-0.5675324794583807,-0.1309279743050154,0.42172256217068976,-0.071907098515791,1.4859548986837965,2.6270694822867124,-0.08956322752793945,0.5097341546408958,0.02420480840679222,-0.7402185202471014,-0.9641657198465399,-0.6946282478652086
NMLCL000105,-0.045223936726197726,0.06038271454096185,-0.1126910250823124,0.5263119294064159,-0.2295884612017046,0.16999571713510672,-0.19802372539507476,-0.4846766956448749,-0.5340209395475576,0.0,0.0,0.06629332464615297,-0.00440989717263026,-0.18107581007967863,0.009497985496833119,0.09652584258290417,-0.14280936181521153,-0.08766930704906717,-0.2325986147695619,-0.05353490891506066,-0.06332102210917584,0.10946223841665594,-0.26948704344451785,0.0031164150671581553,-1.0313541102392607,-0.12765421689057604,-1.158156484815168,0.04873913039618288,-0.07794731617281969,-0.071907098515791,-0.1260408172990721,0.02623389792944083,-0.09246276674939159,0.8218631076355788,-1.0046683909471457,-0.5189772348853514,-0.9641657198465399,-0.7522963941690165
NMLCL000106,-0.038940486204165944,0.2053676914494029,-0.2588034586524195,-0.15986204204159035,0.003968046247952483,0.7170281629350057,-0.33249549480250107,-0.07341452175688616,-0.09445078081385543,0.0,0.0,0.06452898916199064,-0.401275957217256,-0.10955494885108416,-0.024006860856988124,0.8086108010657561,-0.2393115047735963,0.059330802992579465,0.0954641264987163,-0.05353490891506066,-0.06332102210917584,0.09751867393761338,-0.1780376987820932,-0.04562083455509782,-0.7921853861258367,-0.127625509039414,-0.18880840693350237,0.3623487079366836,0.9845139511690103,-0.071907098515791,-0.1260408172990721,1.3175800973369236,-0.09199578048878569,1.488811796534182,-0.318752924711187,-0.40951882270743445,-0.2856449071220612,-0.8243815770487765
NMLCL000107,-0.04350367814121257,0.45216801765378595,-0.46378123314124775,-0.15986204204159035,0.41171243872826613,0.6100224286592472,0.3825357548565917,-0.57158830973451,-0.2802386038952062,0.0,0.0,0.01790516165520396,-0.5619120902053513,-0.33842170478258543,-0.4624833283569607,0.5991917536977935,0.4941510606643928,-0.07559629420914583,-0.05971007113135513,-0.05353490891506066,-0.06332102210917584,-0.13336979648027322,-0.6657675369816909,-0.4910251436027747,-0.7589860264070548,-0.1276083718364201,-0.4143705031426139,0.10221917684951232,0.09609972920605582,-0.071907098515791,-0.1260408172990721,-0.13179694459617433,-0.09186513133241624,0.6701033966040061,-1.0046683909471457,-0.7697157486048702,-0.9641657198465399,-0.7090452844411606
NMLCL000108,-0.042795319000542405,0.3414181887514626,-0.34172744827660184,0.2812497967464073,0.32051578589704877,0.6468579761199751,0.5211016784205982,-0.5366444648943431,-0.4088854985718036,0.0,0.0,0.012500140834747252,-0.44675914493462165,-0.35272587702830416,-0.47705065285860765,0.6531276372608061,0.5999880185730718,-0.0750373584295178,-0.13699324734330945,-0.05353490891506066,-0.06332102210917584,-0.15448652660092715,-0.6657675369816909,-0.501855643518818,-0.8622593438307451,-0.1276259044087365,-0.750170619456598,0.09543318908201986,0.009412854573443891,-0.071907098515791,-0.1260408172990721,-0.12165051156764374,-0.09216494180870237,0.678757536504102,0.02420480840679222,-0.3499452771230406,-0.9641657198465399,-0.7090452844411606
NMLCL000109,-0.04134230673763455,0.18887939427562261,-0.226049001834384,0.5392586081129683,-1.038289138540487,0.10116103336398428,-0.09861772813644702,-0.38701312929676085,-0.42388898256634255,0.0,0.0,0.06471798074609167,-0.21674885828144075,-0.19537998232539705,-0.02837705820746566,0.0879348691235228,-0.021799084520546873,-0.04709056944821622,-0.15097368708502382,-0.05353490891506066,-0.06332102210917584,0.11714064390894505,-0.2999701583319928,0.07486847701100596,-0.9739695876417189,-0.12764474502270426,-1.0472125669292076,0.13227140839125823,0.04484506255434554,-0.071907098515791,-0.1260408172990721,0.04498662676508589,-0.09264411726571369,0.9390954770038845,-2.033541590301084,-0.31376834415200333,-0.9641657198465399,-0.7667134307449686
NMLCL000110,-0.04082243122758198,0.43244392348148325,-0.4650411667476159,0.13421251715040347,-0.08820325809447375,0.11712122765432359,-0.2707784573042976,-0.06624655358453352,-0.098281457578423,0.0,0.0,0.07648387308108474,-0.5616570156158663,-0.05233825986820867,0.4989600887526364,0.1140394465128857,-0.13369619321767331,0.05988973877220503,0.09233806543845831,-0.05353490891506066,-0.06332102210917584,0.15254262589393341,-0.025622124344719426,0.48778128631052253,-0.8026336080513896,-0.1276244889051211,-0.1806112856820599,0.3629949924859679,1.0155697344111811,-0.071907098515791,-0.1260408172990721,1.400217727148675,-0.09201525140657887,1.5275769902103815,-0.318752924711187,-0.06443163952146606,-0.2856449071220612,-0.8243815770487765
NMLCL000111,-0.03897119941739329,0.982322283712728,-0.9664295633664343,-0.5626163296306317,0.5424699867129021,1.0803382821754643,-0.4148766343720778,-0.5805482699499365,-0.3903705608764105,0.0,0.0,0.031236286241770755,-0.4306953050010165,-0.29550918804542914,-0.4231515522024807,1.2094369693391296,-0.1597338210795166,-0.10298414741081918,-0.16912220824041693,-0.05353490891506066,-0.06332102210917584,-0.0747167704588616,-0.604801307206741,-0.4531183938965928,-0.876808659328084,-0.12763969571615552,-0.195192443990029,0.03128944756549567,-0.10437418863363317,-0.071907098515791,-0.1260408172990721,-0.22888516129009923,-0.09184379818349724,0.5425217465304328,-1.0046683909471457,-0.5524618493744557,0.05361549924017786,-0.6946282478652086
